sample	prj	mixNum	round	nCtg	cov	signal
Mix98	HIV	5	1	39027	99.9777	0.731716382397565
Mix50	HIV	5	1	37639	54.5979	0.0811589582949504
Mix43	HIV	5	1	51264	65.1569	0.0609828372189623
Mix76	HIV	5	1	25119	100.0000	2.03409275756039
Mix81	HIV	5	1	46206	98.6999	0.730392895756985
Mix32	HIV	5	1	52646	28.4902	0.0289664379980976
Mix96	HIV	5	1	154509	99.9542	0.447159625492142
Mix89	HIV	5	1	41606	99.7935	1.32322633262661
Mix56	HIV	5	1	60448	100.0000	1.82088620397399
Mix25	HIV	5	1	48239	100.0000	2.01785184071199
Mix65	HIV	5	1	58425	99.4530	0.817171766925226
Mix33	HIV	5	1	62829	89.8525	0.116744296762784
Mix24	HIV	5	1	25786	99.9659	6.09820883371784
Mix9	HIV	5	1	78287	99.7000	0.321209140330373
Mix5	HIV	5	1	71335	98.9916	0.663820902980364
Mix68	HIV	5	1	35379	100.0000	0.900751626989428
Mix83	HIV	5	1	25140	99.7857	4.45068521312785
Mix7	HIV	5	1	57898	98.9050	0.777513602810658
Mix60	HIV	5	1	70260	99.9886	1.45539637885549
Mix57	HIV	5	1	49223	99.9310	3.0878152327002
Mix31	HIV	5	1	52516	99.9102	0.77120308997014
Mix64	HIV	5	1	64013	100.0000	0.611123972562883
Mix97	HIV	5	1	77802	99.5755	2.94665390633996
Mix39	HIV	5	1	31919	100.0000	2.98588725029825
Mix28	HIV	5	1	46822	100.0000	1.86854675571026
Mix20	HIV	5	1	53555	97.8050	0.594600982044902
Mix82	HIV	5	1	41256	88.8210	0.256152658356015
Mix77	HIV	5	1	46236	87.2481	0.261885442530019
Mix75	HIV	5	1	32922	100.0000	5.00110902017022
Mix13	HIV	5	1	42338	99.9546	2.50746367160678
Mix95	HIV	5	1	46370	95.9777	0.406277045766387
Mix55	HIV	5	1	68145	99.9761	1.06553596882447
Mix26	HIV	5	1	61377	100.0000	2.86109797712274
Mix12	HIV	5	1	24318	99.9885	0.965420307632979
Mix41	HIV	5	1	65564	100.0000	2.50152263053289
Mix49	HIV	5	1	52324	99.8519	0.88546428105002
Mix66	HIV	5	1	37490	43.0381	0.0627827776018757
Mix52	HIV	5	2	509	77.1176	4.098662874256
Mix83	HIV	5	2	896	96.3404	10.0766067070415
Mix97	HIV	5	2	772	73.7206	4.76554988438403
Mix42	HIV	5	2	479	5.4668	0.201763376197635
Mix22	HIV	5	2	757	65.7647	2.83210903619789
Mix79	HIV	5	2	722	99.9777	8.23329664610475
Mix80	HIV	5	2	415	75.8431	3.45650763462748
Mix76	HIV	5	2	704	94.9412	6.28214340018664
Mix70	HIV	5	2	837	75.8990	3.57498738070516
Mix86	HIV	5	2	798	81.6471	2.57302829403535
Mix89	HIV	5	2	355	50.9216	3.11762326505231
Mix56	HIV	5	2	408	95.1373	18.8857530895116
Mix26	HIV	5	2	848	82.5098	6.40621994306989
Mix33	HIV	5	2	532	19.7200	1.05461152078658
Mix16	HIV	5	2	628	9.0175	0.257158155788524
Mix46	HIV	5	2	410	99.3137	8.98705676551081
Mix59	HIV	5	2	759	95.7647	10.0768186789295
Mix29	HIV	5	2	228	78.2549	7.65487729509415
Mix30	HIV	5	2	435	98.4150	8.51375228850002
Mix72	HIV	5	2	525	95.9662	10.9122794617852
Mix49	HIV	5	2	451	95.4510	9.38557065898271
Mix19	HIV	5	2	599	94.9620	38.4543332660653
Mix13	HIV	5	2	292	88.1176	16.5589941972921
Mix53	HIV	5	2	299	79.7255	6.49581608437318
Mix94	HIV	5	2	340	66.5490	4.10823936231073
Mix20	HIV	5	2	374	31.8358	2.10774083701169
Mix39	HIV	5	2	448	95.5287	12.1921797721829
Mix10	HIV	5	2	593	10.5764	0.35273916725586
Mix40	HIV	5	2	670	92.6057	9.08008335814231
Mix50	HIV	5	2	379	26.9412	1.83499615839741
Mix95	HIV	5	2	376	80.4153	9.02161936650228
Mix62	HIV	5	2	607	100.0000	22.8936978219667
Mix98	HIV	5	2	521	9.1184	0.617524636000387
Mix69	HIV	5	2	680	71.0784	4.76199212909026
Mix9	HIV	5	2	1004	75.8627	1.38827198878722
Mix66	HIV	5	2	464	6.8195	0.231695614209512
Mix27	HIV	5	2	402	5.0135	0.200194391655666
Mix84	HIV	5	2	395	47.7629	3.55331692519032
Mix17	HIV	5	2	545	72.3922	7.52803951396899
Mix92	HIV	5	2	675	40.5617	3.9210737298453
Mix85	HIV	5	2	278	92.2297	22.2227189128436
Mix37	HIV	5	2	544	68.0588	4.59953636182201
Mix75	HIV	5	2	640	99.4324	15.0636562115345
Mix74	HIV	5	2	482	91.7451	9.08137217190614
Mix61	HIV	5	2	477	58.5153	6.42860095993024
Mix34	HIV	5	2	482	48.5686	2.14357752699577
Mix6	HIV	5	2	291	71.0980	4.24878438373541
Mix96	HIV	5	2	1340	99.3725	2.34712976760734
Mix99	HIV	5	2	622	80.3529	3.22168122631737
Mix54	HIV	5	2	716	5.7111	0.210150821404831
Mix87	HIV	5	2	687	96.9452	12.4024991739145
Mix14	HIV	5	2	607	91.2796	9.94987241518747
Mix24	HIV	5	2	674	58.5882	2.37837150064965
Mix68	HIV	5	2	361	97.2353	5.22469306742746
Mix55	HIV	5	2	523	87.0784	10.1228627112174
Mix90	HIV	5	2	926	52.1135	1.77193743551262
Mix15	HIV	5	2	499	80.9600	5.80188291031665
Mix25	HIV	5	2	399	80.4314	5.92441755367226
Mix78	HIV	5	2	465	56.0784	2.99196760576427
Mix81	HIV	5	2	531	81.3137	5.46319774642605
Mix71	HIV	5	2	480	79.2870	5.36374950982899
Mix88	HIV	5	2	307	92.5514	7.85044425404054
Mix7	HIV	5	2	477	58.5294	4.27415490844935
Mix67	HIV	5	2	399	67.5322	7.19618392589717
Mix48	HIV	5	2	544	11.1765	0.315682314826789
Mix28	HIV	5	2	139	90.6734	19.6094671585975
Mix58	HIV	5	2	504	88.5490	9.41330668987226
Mix3	HIV	5	2	222	79.1458	14.988130978147
Mix64	HIV	5	2	478	95.3922	5.66130314187929
Mix38	HIV	5	2	382	54.2966	3.61805866119831
Mix11	HIV	5	2	410	44.7116	4.02583589138785
Mix5	HIV	5	2	607	71.1961	4.09621893360023
Mix41	HIV	5	2	542	86.7547	6.38076240349491
Mix21	HIV	5	2	1074	46.1849	1.34363584726425
Mix4	HIV	5	2	461	94.3725	7.4904060032754
Mix51	HIV	5	2	289	60.7015	10.5917975336882
Mix1	HIV	5	2	1136	95.2745	2.55566050992209
Mix2	HIV	5	2	567	94.2941	9.44655666473133
Mix81	HIV	5	3	110	81.3137	27.4042136207741
Mix56	HIV	5	3	134	95.1373	58.3869654995704
Mix62	HIV	5	3	225	95.2157	62.1994879893282
Mix39	HIV	5	3	116	95.5287	45.1161381861081
Mix96	HIV	5	3	596	99.3725	6.01164822877368
Mix61	HIV	5	3	107	58.5153	33.9520019056315
Mix64	HIV	5	3	128	95.3922	22.0476295758188
Mix26	HIV	5	3	219	82.5098	26.2244361251199
Mix84	HIV	5	3	159	47.7629	10.3323735499226
Mix38	HIV	5	3	96	54.2966	15.943282864696
Mix94	HIV	5	3	57	66.5490	25.411866472693
Mix3	HIV	5	3	107	79.1458	32.0195391155194
Mix54	HIV	5	3	639	5.7111	0.252385013586148
Mix22	HIV	5	3	231	65.7647	9.62145584653778
Mix21	HIV	5	3	337	46.1849	5.14100287026837
Mix13	HIV	5	3	107	88.1176	48.4046061931058
Mix86	HIV	5	3	182	81.6471	13.0595697377885
Mix30	HIV	5	3	194	98.4150	21.2091481604243
Mix24	HIV	5	3	150	58.5882	13.2776001967052
Mix66	HIV	5	3	106	6.8195	1.23979367612703
Mix52	HIV	5	3	151	77.1176	15.3425815083445
Mix92	HIV	5	3	364	40.5617	8.53125731867848
Mix51	HIV	5	3	88	60.7015	37.8500877675601
Mix68	HIV	5	3	110	97.2353	18.2777007363425
Mix6	HIV	5	3	55	71.0980	25.3610487941671
Mix29	HIV	5	3	34	78.2549	46.2713387241689
Mix88	HIV	5	3	112	92.5514	21.5573070937296
Mix99	HIV	5	3	209	80.3529	10.3517064920422
Mix80	HIV	5	3	91	75.8431	16.5308636126771
Mix59	HIV	5	3	219	95.7647	37.8410474126414
Mix50	HIV	5	3	96	26.9412	8.65722979230057
Mix28	HIV	5	3	54	90.6734	53.2456469145057
Mix90	HIV	5	3	677	52.1135	2.66455676673998
Mix2	HIV	5	3	213	94.2941	24.8414596111862
Mix89	HIV	5	3	104	50.9216	11.6748055706276
Mix69	HIV	5	3	183	71.0784	17.9704358462479
Mix75	HIV	5	3	216	99.4324	44.1431241936758
Mix20	HIV	5	3	96	31.8358	9.18094529560831
Mix98	HIV	5	3	99	6.8458	1.48658788219846
Mix9	HIV	5	3	555	75.8627	3.06495459225644
Mix34	HIV	5	3	115	48.5686	9.91474645111996
Mix17	HIV	5	3	123	72.3922	37.8791092258749
Mix58	HIV	5	3	114	88.5490	43.4860290833292
Mix5	HIV	5	3	287	71.1961	9.77983291379373
Mix15	HIV	5	3	168	80.9600	18.0599026498402
Mix76	HIV	5	3	173	94.9412	25.3626066755739
Mix4	HIV	5	3	189	94.3725	20.2009281721337
Mix48	HIV	5	3	117	11.1765	1.81088432786137
Mix83	HIV	5	3	275	96.3404	34.0150459308996
Mix16	HIV	5	3	170	9.0175	1.14815979867883
Mix40	HIV	5	3	169	92.6057	37.6438415836792
Mix49	HIV	5	3	77	95.4510	54.4519147776314
Mix11	HIV	5	3	167	44.7116	11.6840741510852
Mix74	HIV	5	3	182	91.7451	25.0449038635405
Mix72	HIV	5	3	308	95.9662	21.7929829823648
Mix71	HIV	5	3	157	79.2870	17.626131047427
Mix53	HIV	5	3	87	79.7255	25.0192787480154
Mix37	HIV	5	3	121	68.0588	24.107825387246
Mix14	HIV	5	3	175	91.2796	32.7700026406126
Mix41	HIV	5	3	119	86.7547	31.0243246968026
Mix42	HIV	5	3	63	5.4668	2.07926986346741
Mix19	HIV	5	3	358	94.9620	69.2943154139079
Mix87	HIV	5	3	275	96.9452	32.9871637747533
Mix79	HIV	5	3	163	99.9777	34.9565910380719
Mix67	HIV	5	3	141	67.5322	21.870838320325
Mix85	HIV	5	3	111	92.2297	57.4269353268314
Mix33	HIV	5	3	212	19.7200	3.05234896007325
Mix95	HIV	5	3	63	80.4153	49.1247997670016
Mix55	HIV	5	3	409	87.0784	14.0598728869727
Mix70	HIV	5	3	292	75.8990	10.4728849660583
Mix1	HIV	5	3	344	95.2745	10.1674780461671
Mix97	HIV	5	3	116	73.7206	31.4044791005531
Mix25	HIV	5	3	148	80.4314	16.4605953172317
Mix46	HIV	5	3	138	99.3137	27.9846790012193
Mix27	HIV	5	3	102	5.0135	0.96301465457083
Mix10	HIV	5	3	211	10.5764	1.2043558420543
Mix7	HIV	5	3	185	58.5294	12.70701315299
Mix78	HIV	5	3	135	56.0784	10.9390875223765
Mix52	Zika	5	1	8108	98.9174	0.300211173561687
Mix64	Zika	5	1	6800	86.0461	0.349999612832287
Mix8	Zika	5	1	5620	98.9174	0.41648185948227
Mix69	Zika	5	1	8041	98.9174	0.296783332931676
Mix88	Zika	5	1	6588	98.9174	0.361632216019298
Mix27	Zika	5	1	8089	8.9849	0.0347566734008344
Mix21	Zika	5	1	8601	6.3477	0.0192460989843735
Mix42	Zika	5	1	8348	6.0424	0.0208707620366479
Mix45	Zika	5	1	11049	98.9174	0.218211282621191
Mix78	Zika	5	1	8212	88.2113	0.287612223922413
Mix49	Zika	5	1	10870	31.5351	0.077100239780904
Mix103	Zika	5	1	6471	84.1677	0.350028928309077
Mix26	Zika	5	1	3645	2.9610	0.0314379261285414
Mix32	Zika	5	1	7563	87.2768	0.319214867803685
Mix70	Zika	5	1	3377	85.9443	0.732530847490716
Mix97	Zika	5	1	10699	98.9174	0.224739655063544
Mix29	Zika	5	1	5162	83.6865	0.452462112435068
Mix72	Zika	5	1	8381	98.9174	0.286861102780515
Mix35	Zika	5	1	4915	98.9174	0.471314405379663
Mix63	Zika	5	1	9562	98.9174	0.257053556303439
Mix2	Zika	5	1	8348	89.5346	0.293045127279035
Mix12	Zika	5	1	7092	98.9174	0.337191324995405
Mix99	Zika	5	1	7209	16.7021	0.0632678380248513
Mix71	Zika	5	1	5001	6.3200	0.0332554530415949
Mix18	Zika	5	1	6031	88.2113	0.41118587659339
Mix101	Zika	5	1	9755	98.9174	0.247412937805196
Mix76	Zika	5	1	6610	98.9174	0.362172589285533
Mix100	Zika	5	1	5493	3.2942	0.0231230266958053
Mix30	Zika	5	1	5588	89.2570	0.461118547793076
Mix65	Zika	5	1	7641	83.1591	0.290138842154786
Mix85	Zika	5	1	4598	88.5907	0.556903197104859
Mix80	Zika	5	1	7052	89.2570	0.34678941984703
Mix6	Zika	5	1	7109	26.1960	0.10903996801855
Mix9	Zika	5	1	9131	3.2942	0.0134495140180975
Mix4	Zika	5	1	11019	88.4149	0.209334618047049
Mix13	Zika	5	1	6575	6.4403	0.0311471295927255
Mix58	Zika	5	1	6784	5.6445	0.0295225611412241
Mix67	Zika	5	1	5951	98.9174	0.394459598817578
Mix3	Zika	5	1	4715	88.6925	0.525498910860294
Mix75	Zika	5	1	7124	89.5901	0.358592956774479
Mix83	Zika	5	1	8317	98.9174	0.287928529865899
Mix82	Zika	5	1	8396	12.2791	0.0447786928192832
Mix33	Zika	5	1	5001	2.9610	0.0217165513346049
Mix25	Zika	5	1	5547	98.9174	0.42431565536254
Mix96	Zika	5	1	7214	88.2391	0.34193992621036
Mix93	Zika	5	1	8613	9.3365	0.0337962045674545
Mix31	Zika	5	1	5377	87.5081	0.457220187925667
Mix68	Zika	5	1	8409	98.9174	0.28663362031481
Mix5	Zika	5	1	3754	88.2391	0.665567983887128
Mix61	Zika	5	1	9588	98.9174	0.25464011671659
Mix38	Zika	5	1	7495	98.9174	0.318090766609436
Mix66	Zika	5	1	8174	17.3129	0.0598724932436043
Mix86	Zika	5	1	6999	3.1461	0.0112374192522039
Mix95	Zika	5	1	10172	98.9174	0.235050521382599
Mix43	Zika	5	1	7249	98.9174	0.332677170855952
Mix84	Zika	5	1	4435	85.6760	0.557571677869197
Mix53	Zika	5	1	6370	98.9174	0.373733247327823
Mix23	Zika	5	1	8130	12.2791	0.0462271848681287
Mix91	Zika	5	1	8535	98.9174	0.279577384843633
Mix15	Zika	5	1	7388	88.0263	0.335696125596099
Mix98	Zika	5	1	7982	15.2771	0.0495455961043006
Mix94	Zika	5	1	7982	17.1555	0.0606044972450749
Mix89	Zika	5	1	8847	6.2367	0.0179278202054767
Mix74	Zika	5	1	8052	98.9174	0.296613982360425
Mix1	Zika	5	1	8764	22.6890	0.0691183357322449
Mix51	Zika	5	1	6272	98.9174	0.378864904760372
Mix47	Zika	5	1	5256	88.3872	0.479357256186072
Mix44	Zika	5	1	5637	14.6664	0.0788937185225015
Mix62	Zika	5	1	5639	4.8580	0.0287352174363725
Mix40	Zika	5	1	10365	98.9174	0.233995151038595
Mix10	Zika	5	1	5171	5.2836	0.0307737786889717
Mix41	Zika	5	1	8992	5.2836	0.0169980032497092
Mix19	Zika	5	1	7101	88.7203	0.348702028261779
Mix79	Zika	5	1	9748	25.3447	0.0698410012292489
Mix54	Zika	5	1	5566	9.4682	0.054856244745601
Mix36	Zika	5	1	7044	89.5623	0.352212250248335
Mix59	Zika	5	1	7424	98.9174	0.320485688073559
Mix56	Zika	5	1	7480	7.9486	0.0362110020778669
Mix34	Zika	5	1	6585	98.9174	0.358002643999738
Mix90	Zika	5	1	9120	89.4235	0.259216130219565
Mix16	Zika	5	1	9616	98.9174	0.254313440365611
Mix46	Zika	5	1	9464	98.9174	0.251837475616688
Mix39	Zika	5	1	8063	98.9174	0.296391706233051
Mix73	Zika	5	1	8377	88.6925	0.279792198411318
Mix17	Zika	5	1	7672	6.1072	0.0197921880778396
Mix77	Zika	5	1	8714	98.9174	0.278264076842756
Mix24	Zika	5	1	5864	22.1986	0.113433468085564
Mix81	Zika	5	1	7943	98.9174	0.29693284856009
Mix57	Zika	5	1	6647	98.9174	0.354186930558467
Mix11	Zika	5	1	11609	98.9174	0.207230430682175
Mix50	Zika	5	1	6907	3.1091	0.0118046208766828
Mix55	Zika	5	1	5601	7.9486	0.0488691858035442
Mix4	Zika	5	2	6838	62.7556	0.216189147364277
Mix64	Zika	5	2	3310	47.0343	0.345883100609123
Mix34	Zika	5	2	1032	98.9174	2.18316317173076
Mix78	Zika	5	2	5059	40.2424	0.191366849110657
Mix47	Zika	5	2	2687	34.3759	0.323121874300744
Mix43	Zika	5	2	705	98.9174	2.99388814210139
Mix30	Zika	5	2	2168	61.9321	0.718823219731507
Mix68	Zika	5	2	2000	98.9174	1.12829155255951
Mix57	Zika	5	2	1327	98.9174	1.67027340534338
Mix98	Zika	5	2	4036	7.9948	0.0454799164823352
Mix27	Zika	5	2	3936	3.7661	0.0224987246204899
Mix91	Zika	5	2	2353	98.9174	0.949922679681071
Mix24	Zika	5	2	2845	12.2606	0.116725719394682
Mix80	Zika	5	2	4074	61.9321	0.373381998466513
Mix31	Zika	5	2	2680	24.0955	0.21734342439329
Mix55	Zika	5	2	2741	2.3041	0.0245929144825452
Mix101	Zika	5	2	2610	98.9174	0.854953230155836
Mix88	Zika	5	2	866	98.9174	2.62175126033968
Mix32	Zika	5	2	3862	41.5471	0.261113733181457
Mix74	Zika	5	2	2012	98.9174	1.11598167427461
Mix73	Zika	5	2	5105	31.0447	0.141627619386286
Mix97	Zika	5	2	3775	98.9174	0.597625563847698
Mix29	Zika	5	2	2995	53.3728	0.431458789998111
Mix99	Zika	5	2	2903	3.1091	0.0245445560393852
Mix3	Zika	5	2	2037	31.0447	0.365555556729805
Mix36	Zika	5	2	3678	77.8847	0.50684066022052
Mix38	Zika	5	2	1223	98.9174	1.80674840935651
Mix51	Zika	5	2	558	98.9174	3.92104473350951
Mix18	Zika	5	2	3082	29.8418	0.243308498610553
Mix2	Zika	5	2	5180	57.2592	0.266110568513387
Mix59	Zika	5	2	1565	98.9174	1.45304326716385
Mix11	Zika	5	2	4240	98.9174	0.52549937648459
Mix49	Zika	5	2	6821	12.3253	0.0419396814585669
Mix96	Zika	5	2	3842	39.1977	0.250452059048016
Mix93	Zika	5	2	5177	6.1904	0.0371776655982129
Mix84	Zika	5	2	1813	3.1461	0.0487321867732723
Mix12	Zika	5	2	1274	98.9174	1.78754077571895
Mix95	Zika	5	2	3573	98.9174	0.628164936389066
Mix42	Zika	5	2	4352	2.8963	0.0196037260533039
Mix25	Zika	5	2	363	98.9174	6.05382559512711
Mix66	Zika	5	2	5028	14.2038	0.0742841399425365
Mix23	Zika	5	2	4623	9.1330	0.0576497035546273
Mix45	Zika	5	2	3625	98.9174	0.612448955440951
Mix1	Zika	5	2	4961	3.1091	0.0139998775010719
Mix17	Zika	5	2	4455	3.0295	0.015298510430356
Mix19	Zika	5	2	4624	72.6289	0.389177193659375
Mix53	Zika	5	2	823	98.9174	2.73915511395888
Mix54	Zika	5	2	3302	7.2911	0.0628002270169697
Mix103	Zika	5	2	3914	29.1663	0.177807757166948
Mix44	Zika	5	2	2907	1.9177	0.0318044208144932
Mix67	Zika	5	2	1041	98.9174	2.23771024221323
Mix81	Zika	5	2	2405	98.9174	0.934866461981952
Mix52	Zika	5	2	1668	98.9174	1.38475579330012
Mix6	Zika	5	2	3485	12.6737	0.0990457858332851
Mix61	Zika	5	2	2128	98.9174	1.05939138148077
Mix15	Zika	5	2	3620	14.3518	0.10067346665647
Mix79	Zika	5	2	5895	15.6750	0.0622426184806238
Mix83	Zika	5	2	1705	98.9174	1.28392120297652
Mix77	Zika	5	2	2043	98.9174	1.10906935695097
Mix75	Zika	5	2	3110	46.9788	0.370469096140315
Mix90	Zika	5	2	5424	78.2733	0.339714058412952
Mix39	Zika	5	2	1578	98.9174	1.3984078981201
Mix65	Zika	5	2	4388	13.4241	0.0698044809728181
Mix85	Zika	5	2	2048	32.7658	0.410884774040378
Mix82	Zika	5	2	4832	9.1330	0.0556436081536026
Mix46	Zika	5	2	3008	98.9174	0.740371132367688
Mix63	Zika	5	2	2085	98.9174	1.08231799721161
Mix16	Zika	5	2	2406	98.9174	0.956114419547863
Mix8	Zika	5	2	386	98.9174	5.75368802057881
Mix56	Zika	5	2	4003	2.3041	0.0168371802706013
Mix40	Zika	5	2	3222	98.9174	0.699263270369396
Mix5	Zika	5	2	1890	38.5955	0.499852342468949
Mix89	Zika	5	2	4957	3.0295	0.013815329185073
Mix69	Zika	5	2	1834	98.9174	1.22070852137493
Mix72	Zika	5	2	2190	98.9174	1.04748746740352
Mix76	Zika	5	2	836	98.9174	2.73334047732039
Mix21	Zika	5	2	5024	3.2703	0.0161015448857263
Mix3	Zika	5	3	1108	31.0447	0.684042952913956
Mix76	Zika	5	3	414	98.9174	5.26714292035616
Mix49	Zika	5	3	3567	12.3253	0.083355231911975
Mix93	Zika	5	3	2681	6.1904	0.074069720539775
Mix16	Zika	5	3	1163	98.9174	1.95520121488231
Mix19	Zika	5	3	2468	72.6289	0.750609655677746
Mix75	Zika	5	3	1603	46.9788	0.731045753878058
Mix34	Zika	5	3	550	98.9174	4.00994157081311
Mix85	Zika	5	3	1052	32.7658	0.80427934118443
Mix90	Zika	5	3	2625	78.2733	0.731044114022837
Mix52	Zika	5	3	873	98.9174	2.60932262841999
Mix63	Zika	5	3	1091	98.9174	2.05514140247622
Mix12	Zika	5	3	661	98.9174	3.38076438789325
Mix68	Zika	5	3	1042	98.9174	2.18015594057895
Mix55	Zika	5	3	1439	2.3041	0.0475740213238324
Mix45	Zika	5	3	1820	98.9174	1.24633968427923
Mix11	Zika	5	3	2100	98.9174	1.09229773066785
Mix96	Zika	5	3	1873	39.1977	0.529876857789248
Mix32	Zika	5	3	1988	41.5471	0.514703062247621
Mix89	Zika	5	3	2480	3.0295	0.0285366958346024
Mix82	Zika	5	3	2529	9.1330	0.110121678832243
Mix15	Zika	5	3	1850	14.3518	0.202444228717525
Mix95	Zika	5	3	1778	98.9174	1.29875010152167
Mix57	Zika	5	3	667	98.9174	3.2141442749649
Mix21	Zika	5	3	2572	3.2703	0.0326567335768704
Mix2	Zika	5	3	2719	57.2592	0.520664339315937
Mix38	Zika	5	3	594	98.9174	3.70515103833451
Mix4	Zika	5	3	3479	62.7556	0.445790195313746
Mix81	Zika	5	3	1299	98.9174	1.75325493455769
Mix65	Zika	5	3	2141	13.4241	0.148558227245579
Mix29	Zika	5	3	1531	53.3728	0.865168055774721
Mix54	Zika	5	3	1708	7.2911	0.122730720414083
Mix17	Zika	5	3	2359	3.0295	0.029730056541658
Mix39	Zika	5	3	804	98.9174	2.74292443773121
Mix67	Zika	5	3	561	98.9174	4.08884478876464
Mix80	Zika	5	3	2117	61.9321	0.74119050466579
Mix64	Zika	5	3	1701	47.0343	0.698223597086575
Mix66	Zika	5	3	2649	14.2038	0.146411330097531
Mix99	Zika	5	3	1354	3.1091	0.0534126044208468
Mix36	Zika	5	3	1909	77.8847	1.00313826458463
Mix6	Zika	5	3	1905	12.6737	0.187133156865002
Mix44	Zika	5	3	1482	1.9177	0.0642243246600201
Mix42	Zika	5	3	2100	2.8963	0.041945230631944
Mix56	Zika	5	3	1878	2.3041	0.0370054412985336
Mix59	Zika	5	3	796	98.9174	2.85731049049519
Mix73	Zika	5	3	2706	31.0447	0.275048087825098
Mix24	Zika	5	3	1456	12.2606	0.230494530398974
Mix43	Zika	5	3	382	98.9174	5.25499968115843
Mix47	Zika	5	3	1411	34.3759	0.628596752040582
Mix18	Zika	5	3	1586	29.8418	0.481901686587548
Mix79	Zika	5	3	2825	15.6750	0.135296617124379
Mix53	Zika	5	3	411	98.9174	5.26103845719421
Mix83	Zika	5	3	934	98.9174	2.34381153243662
Mix1	Zika	5	3	2407	3.1091	0.0296519862859563
Mix97	Zika	5	3	1976	98.9174	1.16377596579392
Mix88	Zika	5	3	486	98.9174	4.55509870868713
Mix46	Zika	5	3	1609	98.9174	1.39201821201088
Mix31	Zika	5	3	1385	24.0955	0.427477233743092
Mix27	Zika	5	3	1960	3.7661	0.0457558424146736
Mix5	Zika	5	3	1018	38.5955	0.947706224142326
Mix101	Zika	5	3	1234	98.9174	1.84292556046406
Mix84	Zika	5	3	930	3.1461	0.0961282463898896
Mix69	Zika	5	3	884	98.9174	2.51284095972981
Mix30	Zika	5	3	1154	61.9321	1.37211634904714
Mix8	Zika	5	3	179	98.9174	11.1266888909659
Mix61	Zika	5	3	1005	98.9174	2.23137758874584
Mix25	Zika	5	3	198	98.9174	10.3018240209229
Mix74	Zika	5	3	1043	98.9174	2.17458819230886
Mix91	Zika	5	3	1259	98.9174	1.79316878517125
Mix23	Zika	5	3	2393	9.1330	0.113602493008048
Mix77	Zika	5	3	1059	98.9174	2.13035472106333
Mix78	Zika	5	3	2551	40.2424	0.396334913112164
Mix98	Zika	5	3	2083	7.9948	0.090322444811723
Mix51	Zika	5	3	259	98.9174	7.86309855846863
Mix72	Zika	5	3	1128	98.9174	2.02583492650604
Mix103	Zika	5	3	2066	29.1663	0.346328081479068
Mix40	Zika	5	3	1698	98.9174	1.35028000065541
Mix12	Ebola	5	1	356	99.4303	8.64607251927563
Mix34	Ebola	5	1	634	3.0434	0.223584953781108
Mix97	Ebola	5	1	219	99.4303	12.7578170256908
Mix18	Ebola	5	1	7527	99.7046	0.480992332664367
Mix85	Ebola	5	1	7035	99.6783	0.511955915601299
Mix41	Ebola	5	1	7133	99.5358	0.500081055565974
Mix72	Ebola	5	1	452	99.4145	7.07098979675616
Mix42	Ebola	5	1	517	76.3753	5.06290833925972
Mix67	Ebola	5	1	455	6.0130	0.472991499862901
Mix48	Ebola	5	1	7161	99.5358	0.499758631811273
Mix13	Ebola	5	1	323	76.0905	8.80088592011404
Mix25	Ebola	5	1	469	99.4303	6.74999019932785
Mix39	Ebola	5	1	7520	99.4567	0.48195497681349
Mix55	Ebola	5	1	535	70.6419	4.67224453962595
Mix40	Ebola	5	1	526	16.5304	1.29085492916381
Mix76	Ebola	5	1	520	99.4673	6.17503723640545
Mix70	Ebola	5	1	7258	99.4303	0.494289751296021
Mix73	Ebola	5	1	7390	99.4409	0.49184288389326
Mix43	Ebola	5	1	801	14.4153	0.726218510866791
Mix10	Ebola	5	1	626	78.1423	4.65664272890485
Mix16	Ebola	5	1	1279	99.4673	2.84626038781163
Mix3	Ebola	5	1	485	99.4673	6.73808912838936
Mix96	Ebola	5	1	513	6.0130	0.439734948424609
Mix90	Ebola	5	1	687	99.4673	4.98681225932373
Mix59	Ebola	5	1	913	68.5321	2.89646114372433
Mix35	Ebola	5	1	568	99.4673	5.86019306789596
Mix29	Ebola	5	1	7019	99.5358	0.513439855159168
Mix63	Ebola	5	1	559	99.5569	5.9469006595141
Mix60	Ebola	5	1	754	70.8634	3.58091547056629
Mix66	Ebola	5	1	792	99.4673	4.39287232880787
Mix2	Ebola	5	1	7334	99.5358	0.484009032107254
Mix5	Ebola	5	1	7004	99.5358	0.516628675452241
Mix93	Ebola	5	1	674	14.7529	0.82143283344604
Mix68	Ebola	5	1	250	75.9270	11.6395523427705
Mix89	Ebola	5	1	709	99.4673	4.71035991191505
Mix47	Ebola	5	1	372	6.0130	0.640643010044459
Mix54	Ebola	5	1	383	6.0130	0.602668332341086
Mix77	Ebola	5	1	704	65.1089	3.3992433992434
Mix91	Ebola	5	1	347	8.5764	0.923438215216829
Mix98	Ebola	5	1	7040	99.4303	0.5112205938193
Mix17	Ebola	5	1	7314	99.5358	0.49556264763739
Mix61	Ebola	5	1	7097	99.5358	0.4985194564834
Mix8	Ebola	5	1	882	99.4673	4.06017386986726
Mix100	Ebola	5	1	330	99.4145	9.67863874826957
Mix92	Ebola	5	1	541	99.4673	6.32986141230008
Mix22	Ebola	5	1	769	99.4673	4.23167319529938
