sample	project	Mix	gatkReads	asmRef	asmFrag	asmPathogenFrag	asmCov	asmSignal	Virus	CleanSizeRNA	CleanSizeDNA
Grundy_HIV_2023.Mix8.rand.86	Grundy_HIV_2023	8	25251	GCA_003101175	7784	393	100	7.52956448082022	HIV	13915580	0
Grundy_HIV_2023.Mix7.rand.69	Grundy_HIV_2023	7	19290	GCA_003104835	6945	159	100	5.23865813425686	HIV	8903860	0
Grundy_HIV_2023.Mix2.rand.45	Grundy_HIV_2023	2	0	NA	NA	NA	NA	NA	HIV	7871662	0
Grundy_HIV_2023.Mix5.rand.70	Grundy_HIV_2023	5	28411	GCA_003099235	7844	208	100	2.72328913597289	HIV	6541920	0
Grundy_HIV_2023.Mix3.rand.71	Grundy_HIV_2023	3	166	GCA_003104115	519	6	31.0043510669975	1.38268163477611	HIV	2637182	0
Grundy_HIV_2023.Mix5.rand.56	Grundy_HIV_2023	5	66534	GCA_003109305	2877	446	100	35.7848684216788	HIV	6549862	0
Grundy_HIV_2023.Mix4.rand.42	Grundy_HIV_2023	4	66009	GCA_003104855	7008	545	100	13.3287127170781	HIV	4564128	0
Grundy_HIV_2023.Mix2.rand.75	Grundy_HIV_2023	2	0	NA	NA	NA	NA	NA	HIV	1040708	0
Grundy_HIV_2023.Mix4.rand.95	Grundy_HIV_2023	4	22808	GCA_003099995	794	103	100	28.2641842811334	HIV	3399672	0
Grundy_HIV_2023.Mix8.rand.43	Grundy_HIV_2023	8	36912	GCA_003188955	8503	343	100	7.26194402209355	HIV	10687806	0
Grundy_HIV_2023.Mix7.rand.36	Grundy_HIV_2023	7	27086	GCA_003101315	6404	96	100	3.55098121874239	HIV	12236084	0
Grundy_HIV_2023.Mix8.rand.29	Grundy_HIV_2023	8	46768	GCA_003104855	6106	299	100	7.0341662605328	HIV	12621514	0
Grundy_HIV_2023.Mix9.rand.77	Grundy_HIV_2023	9	40048	GCA_003190355	5734	336	100	10.4516968047148	HIV	13582772	0
Grundy_HIV_2023.Mix9.rand.73	Grundy_HIV_2023	9	89614	GCA_003101195	6981	1201	100	26.6160171204917	HIV	15774710	0
Grundy_HIV_2023.Mix7.rand.44	Grundy_HIV_2023	7	2727	GCA_003102575	10126	46	100	0.904962001244449	HIV	9136052	0
Grundy_HIV_2023.Mix7.rand.65	Grundy_HIV_2023	7	67002	GCA_003190355	3303	519	100	29.6723454849247	HIV	8931568	0
Grundy_HIV_2023.Mix7.rand.3	Grundy_HIV_2023	7	46064	GCA_003099235	3989	305	100	20.339234844421	HIV	8483456	0
Grundy_HIV_2023.Mix3.rand.42	Grundy_HIV_2023	3	48408	GCA_003104855	5889	703	100	18.6465531674143	HIV	2967820	0
Grundy_HIV_2023.Mix3.rand.27	Grundy_HIV_2023	3	1434	GCA_003101195	1099	40	100	4.84267712279384	HIV	3928914	0
Grundy_HIV_2023.Mix6.rand.23	Grundy_HIV_2023	6	8519	GCA_003098055	4296	154	100	5.40336886565321	HIV	7103028	0
Grundy_HIV_2023.Mix8.rand.25	Grundy_HIV_2023	8	122988	GCA_003100975	8378	1711	100	28.7918770566938	HIV	8238252	0
Grundy_HIV_2023.Mix4.rand.93	Grundy_HIV_2023	4	7393	GCA_003099235	2844	31	100	2.58916968909405	HIV	9328730	0
Grundy_HIV_2023.Mix3.rand.48	Grundy_HIV_2023	3	4542	GCA_003098055	912	68	100	14.8353585648805	HIV	4774606	0
Grundy_HIV_2023.Mix8.rand.91	Grundy_HIV_2023	8	75882	GCA_003099995	7199	412	100	10.0787282444348	HIV	13395104	0
Grundy_HIV_2023.Mix3.rand.77	Grundy_HIV_2023	3	699	GCA_003098055	1980	16	96.4370842143374	0.992618719487982	HIV	4252440	0
Grundy_HIV_2023.Mix4.rand.96	Grundy_HIV_2023	4	13878	GCA_003098055	4312	138	100	4.48388352783946	HIV	5847532	0
Grundy_HIV_2023.Mix4.rand.66	Grundy_HIV_2023	4	6739	GCA_003104855	5268	34	100	1.06520046977987	HIV	8682230	0
Grundy_HIV_2023.Mix9.rand.93	Grundy_HIV_2023	9	8316	GCA_003112285	6820	37	100	1.64597161791116	HIV	14534966	0
Grundy_HIV_2023.Mix5.rand.79	Grundy_HIV_2023	5	4837	GCA_003188765	2312	92	100	8.12104962688089	HIV	7738452	0
Grundy_HIV_2023.Mix10.rand.16	Grundy_HIV_2023	10	75754	GCA_003101095	9806	294	100	7.61510724266018	HIV	11663054	0
Grundy_HIV_2023.Mix2.rand.21	Grundy_HIV_2023	2	18262	GCA_003099235	2629	234	100	10.6631144950139	HIV	1908808	0
Grundy_HIV_2023.Mix6.rand.76	Grundy_HIV_2023	6	65759	GCA_003101215	5559	512	100	15.6864837666248	HIV	7409836	0
Grundy_HIV_2023.Mix8.rand.20	Grundy_HIV_2023	8	27305	GCA_003188885	4288	259	100	12.2299802372899	HIV	10638674	0
Grundy_HIV_2023.Mix2.rand.91	Grundy_HIV_2023	2	0	NA	NA	NA	NA	NA	HIV	2629046	0
Grundy_HIV_2023.Mix4.rand.78	Grundy_HIV_2023	4	52083	GCA_003112285	1296	126	100	50.7265206442563	HIV	4817828	0
Grundy_HIV_2023.Mix6.rand.7	Grundy_HIV_2023	6	15052	GCA_003112285	3518	24	100	4.16568337936181	HIV	7079312	0
Grundy_HIV_2023.Mix8.rand.76	Grundy_HIV_2023	8	65767	GCA_003099995	5751	485	100	15.9418080704869	HIV	9307632	0
Grundy_HIV_2023.Mix7.rand.73	Grundy_HIV_2023	7	63109	GCA_003109285	5266	428	100	18.9929649800502	HIV	13961326	0
Grundy_HIV_2023.Mix10.rand.98	Grundy_HIV_2023	10	82105	GCA_003188955	5433	550	100	21.4879467266402	HIV	11498736	0
Grundy_HIV_2023.Mix4.rand.36	Grundy_HIV_2023	4	27086	GCA_003104855	2758	107	100	7.69576140692114	HIV	8609258	0
Grundy_HIV_2023.Mix5.rand.68	Grundy_HIV_2023	5	28573	GCA_003190355	2712	455	100	25.0175363330193	HIV	5517450	0
Grundy_HIV_2023.Mix8.rand.84	Grundy_HIV_2023	8	5699	GCA_003098055	9160	126	100	1.78456572146089	HIV	10440400	0
Grundy_HIV_2023.Mix2.rand.67	Grundy_HIV_2023	2	16600	GCA_003100975	679	133	100	35.0559875643945	HIV	2390672	0
Grundy_HIV_2023.Mix8.rand.81	Grundy_HIV_2023	8	76326	GCA_003099615	7237	265	100	8.55498064131562	HIV	9466064	0
Grundy_HIV_2023.Mix9.rand.55	Grundy_HIV_2023	9	73644	GCA_003100735	11831	546	100	8.67515682456155	HIV	20402358	0
Grundy_HIV_2023.Mix9.rand.3	Grundy_HIV_2023	9	58434	GCA_003101155	5767	639	100	19.3370320802414	HIV	15846048	0
Grundy_HIV_2023.Mix3.rand.69	Grundy_HIV_2023	3	14569	GCA_003104835	1967	129	100	12.9559782819859	HIV	3150326	0
Grundy_HIV_2023.Mix10.rand.82	Grundy_HIV_2023	10	24601	GCA_003099115	8240	264	100	6.07072884119824	HIV	11169310	0
Grundy_HIV_2023.Mix2.rand.88	Grundy_HIV_2023	2	11100	GCA_003188925	1104	55	100	8.6501700170898	HIV	5797258	0
Grundy_HIV_2023.Mix9.rand.31	Grundy_HIV_2023	9	39916	GCA_003102495	7375	357	100	9.10396990778265	HIV	9868210	0
Grundy_HIV_2023.Mix9.rand.40	Grundy_HIV_2023	9	126984	GCA_003098055	14122	1231	100	13.577369344297	HIV	14054366	0
Grundy_HIV_2023.Mix8.rand.75	Grundy_HIV_2023	8	132248	GCA_003099235	7247	1133	100	15.3710372255132	HIV	9881480	0
Grundy_HIV_2023.Mix6.rand.94	Grundy_HIV_2023	6	2830	GCA_003104755	3302	24	100	2.01271420325693	HIV	8129590	0
Grundy_HIV_2023.Mix7.rand.9	Grundy_HIV_2023	7	30620	GCA_003188925	6557	60	100	2.80698874817699	HIV	7667176	0
Grundy_HIV_2023.Mix3.rand.66	Grundy_HIV_2023	3	6739	GCA_003104855	2277	38	100	2.85736517472095	HIV	7250068	0
Grundy_HIV_2023.Mix3.rand.81	Grundy_HIV_2023	3	694	GCA_003099635	3013	18	100	0.99001147588158	HIV	3470466	0
Grundy_HIV_2023.Mix3.rand.38	Grundy_HIV_2023	3	208353	GCA_003098055	5239	1376	100	40.3280424559664	HIV	4454906	0
Grundy_HIV_2023.Mix7.rand.10	Grundy_HIV_2023	7	49316	GCA_003104595	8260	625	100	10.4452270668017	HIV	8588850	0
Grundy_HIV_2023.Mix8.rand.74	Grundy_HIV_2023	8	157357	GCA_003104755	8917	1557	100	20.86425208569	HIV	14119144	0
Grundy_HIV_2023.Mix4.rand.20	Grundy_HIV_2023	4	12340	GCA_003188885	1621	154	100	16.0477468824143	HIV	6997734	0
Grundy_HIV_2023.Mix5.rand.62	Grundy_HIV_2023	5	4199	GCA_003104855	1363	53	100	6.60808414457479	HIV	6985734	0
Grundy_HIV_2023.Mix9.rand.28	Grundy_HIV_2023	9	161013	GCA_003099115	4727	923	100	38.0761566078597	HIV	10277906	0
Grundy_HIV_2023.Mix2.rand.100	Grundy_HIV_2023	2	20288	GCA_003098055	1110	157	100	16.1157764647828	HIV	1660540	0
Grundy_HIV_2023.Mix10.rand.1	Grundy_HIV_2023	10	62248	GCA_003099235	7239	634	100	11.4273546693743	HIV	11045410	0
Grundy_HIV_2023.Mix3.rand.22	Grundy_HIV_2023	3	2110	GCA_003099235	799	22	100	4.25801879629473	HIV	2477936	0
Grundy_HIV_2023.Mix6.rand.68	Grundy_HIV_2023	6	29073	GCA_003098055	3123	589	100	21.9944744839563	HIV	5970320	0
Grundy_HIV_2023.Mix5.rand.51	Grundy_HIV_2023	5	31277	GCA_003188925	3212	244	100	11.3929750283137	HIV	4091914	0
Grundy_HIV_2023.Mix4.rand.83	Grundy_HIV_2023	4	17133	GCA_003100735	3589	94	100	6.49054242938994	HIV	4205150	0
Grundy_HIV_2023.Mix4.rand.18	Grundy_HIV_2023	4	393876	GCA_003099615	5349	595	100	31.0931743165209	HIV	5557588	0
Grundy_HIV_2023.Mix2.rand.59	Grundy_HIV_2023	2	9925	GCA_003099635	2647	21	100	2.0340834248554	HIV	2527346	0
Grundy_HIV_2023.Mix10.rand.8	Grundy_HIV_2023	10	23839	GCA_003097875	7147	377	100	7.11790395780237	HIV	9493870	0
Grundy_HIV_2023.Mix4.rand.45	Grundy_HIV_2023	4	6460	GCA_003112285	3620	8	100	1.67427867267504	HIV	10175006	0
Grundy_HIV_2023.Mix2.rand.1	Grundy_HIV_2023	2	10424	GCA_003187705	2621	125	100	6.03698911505633	HIV	2122158	0
Grundy_HIV_2023.Mix10.rand.33	Grundy_HIV_2023	10	77148	GCA_003104855	5796	840	100	18.4968631134313	HIV	11195342	0
Grundy_HIV_2023.Mix2.rand.53	Grundy_HIV_2023	2	13745	GCA_003104835	572	106	100	29.704402785115	HIV	2838762	0
Grundy_HIV_2023.Mix3.rand.15	Grundy_HIV_2023	3	610	GCA_003112285	1034	7	100	2.92650880317674	HIV	8222192	0
Grundy_HIV_2023.Mix6.rand.64	Grundy_HIV_2023	6	20663	GCA_003097875	5097	221	100	5.81088802945585	HIV	7908968	0
Grundy_HIV_2023.Mix2.rand.14	Grundy_HIV_2023	2	3	GCA_003855715	2508	1	3.75327438271605	0.0364521386723052	HIV	2664274	0
Grundy_HIV_2023.Mix4.rand.91	Grundy_HIV_2023	4	664	GCA_003099235	3820	27	100	0.992431362366964	HIV	6505696	0
Grundy_HIV_2023.Mix8.rand.3	Grundy_HIV_2023	8	46092	GCA_003099555	4094	396	100	21.8432888491431	HIV	9508296	0
Grundy_HIV_2023.Mix4.rand.81	Grundy_HIV_2023	4	18295	GCA_003112285	4620	30	100	3.78559478750133	HIV	5066774	0
Grundy_HIV_2023.Mix7.rand.51	Grundy_HIV_2023	7	33495	GCA_003112285	4947	99	100	9.37453791941621	HIV	7630722	0
Grundy_HIV_2023.Mix2.rand.87	Grundy_HIV_2023	2	13223	GCA_003101195	1137	52	100	13.0581629265835	HIV	1494464	0
Grundy_HIV_2023.Mix5.rand.18	Grundy_HIV_2023	5	395156	GCA_003188925	5547	999	100	30.4412445646783	HIV	7197688	0
Grundy_HIV_2023.Mix7.rand.88	Grundy_HIV_2023	7	18237	GCA_003100315	2699	113	100	10.9276453624064	HIV	9967870	0
Grundy_HIV_2023.Mix2.rand.79	Grundy_HIV_2023	2	576	GCA_003112285	1521	8	100	1.45307911540282	HIV	2969372	0
Grundy_HIV_2023.Mix6.rand.48	Grundy_HIV_2023	6	72534	GCA_003187625	6764	505	100	14.3986290281158	HIV	8457176	0
Grundy_HIV_2023.Mix4.rand.33	Grundy_HIV_2023	4	52614	GCA_003104855	1600	196	100	18.7360052686048	HIV	4821690	0
Grundy_HIV_2023.Mix2.rand.24	Grundy_HIV_2023	2	6184	GCA_003099235	647	108	100	22.0595307062882	HIV	1738912	0
Grundy_HIV_2023.Mix10.rand.70	Grundy_HIV_2023	10	42121	GCA_003098055	9756	264	100	4.49584343786109	HIV	13138108	0
Grundy_HIV_2023.Mix8.rand.96	Grundy_HIV_2023	8	15734	GCA_003097875	5558	162	100	4.21440896030574	HIV	10865960	0
Grundy_HIV_2023.Mix7.rand.99	Grundy_HIV_2023	7	35756	GCA_003099235	4460	278	100	13.5746628059072	HIV	10293656	0
Grundy_HIV_2023.Mix10.rand.21	Grundy_HIV_2023	10	76960	GCA_003101155	7928	648	100	15.2626109427598	HIV	13437590	0
Grundy_HIV_2023.Mix4.rand.3	Grundy_HIV_2023	4	6184	GCA_003099235	1550	102	100	8.35868956062223	HIV	3723894	0
Grundy_HIV_2023.Mix5.rand.42	Grundy_HIV_2023	5	67131	GCA_003104855	8675	934	100	16.8086195120695	HIV	5400606	0
Grundy_HIV_2023.Mix4.rand.21	Grundy_HIV_2023	4	61666	GCA_003104815	5600	383	100	14.0769887502577	HIV	3718416	0
Grundy_HIV_2023.Mix5.rand.49	Grundy_HIV_2023	5	25014	GCA_003097875	3469	299	100	16.7194755048235	HIV	5337978	0
Grundy_HIV_2023.Mix4.rand.26	Grundy_HIV_2023	4	12448	GCA_003102495	3930	71	100	3.72304552081272	HIV	8976740	0
Grundy_HIV_2023.Mix5.rand.58	Grundy_HIV_2023	5	5870	GCA_003098055	1864	98	100	7.50295647559884	HIV	7979702	0
Grundy_HIV_2023.Mix9.rand.89	Grundy_HIV_2023	9	135224	GCA_003187725	7108	916	100	22.1908467554964	HIV	14460320	0
Grundy_HIV_2023.Mix2.rand.83	Grundy_HIV_2023	2	10780	GCA_003102955	2219	45	100	4.14693808353213	HIV	2342274	0
Grundy_HIV_2023.Mix4.rand.7	Grundy_HIV_2023	4	14284	GCA_003101195	3084	58	100	3.47352464437385	HIV	4698914	0
Grundy_HIV_2023.Mix10.rand.57	Grundy_HIV_2023	10	197701	GCA_003099855	12991	1035	100	15.4625788236157	HIV	23978370	0
Grundy_HIV_2023.Mix8.rand.2	Grundy_HIV_2023	8	30320	GCA_003099815	5026	200	100	6.09111900671668	HIV	7249980	0
Grundy_HIV_2023.Mix5.rand.40	Grundy_HIV_2023	5	4147	GCA_003112285	5634	29	100	1.89193109336914	HIV	9142868	0
Grundy_HIV_2023.Mix6.rand.41	Grundy_HIV_2023	6	72239	GCA_003100975	8106	578	100	10.2328834672311	HIV	6797658	0
SRR3927539	Sardi_Zika_2016	1	60	NA	0	0	0	0	Zika	522556	0
SRR3927540	Sardi_Zika_2016	1	57	NA	0	0	0	0	Zika	231184	0
SRR3927543	Sardi_Zika_2016	1	6	NA	0	0	0	0	Zika	154847	0
SRR3927542	Sardi_Zika_2016	1	7	NA	0	0	0	0	Zika	129117	0
SRR3927544	Sardi_Zika_2016	1	0	NA	0	0	0	0	Zika	244494	0
SRR3927541	Sardi_Zika_2016	1	0	NA	0	0	0	0	Zika	2476	0
SRR3927548	Sardi_Zika_2016	1	37	NA	0	0	0	0	Zika	391353	0
SRR3927551	Sardi_Zika_2016	1	13	NA	0	0	0	0	Zika	144686	0
SRR3927549	Sardi_Zika_2016	1	13	NA	0	0	0	0	Zika	406525	0
SRR3927547	Sardi_Zika_2016	1	206326	KJ776791.2	3489	1	99.1487316183349	0.615922826565559	Zika	589749	0
SRR3927554	Sardi_Zika_2016	1	12	NA	0	0	0	0	Zika	480800	0
SRR3927553	Sardi_Zika_2016	1	0	NA	0	0	0	0	Zika	96384	0
SRR3927552	Sardi_Zika_2016	1	0	NA	0	0	0	0	Zika	488686	0
SRR3927367	Sardi_Zika_2016	1	506	KJ776791.2	297	11	89.9786924025545	8.28900709219858	Zika	127176	0
SRR3927550	Sardi_Zika_2016	1	91	KJ776791.2	911	2	6.05168	0.191244846039126	Zika	389366	0
Sardi_Zika_2016.Mix7.rand.1	Sardi_Zika_2016	7	206986	KJ776791.2	10597	1	99.1302250888681	0.2261464376817	Zika	1739292	0
Sardi_Zika_2016.Mix3.rand.100	Sardi_Zika_2016	3	206892	KJ776791.2	5604	1	99.1302250888681	0.420587220320099	Zika	1239481	0
Sardi_Zika_2016.Mix2.rand.79	Sardi_Zika_2016	2	151	KJ776791.2	3190	3	11.2334225629792	0.0985822508098118	Zika	911922	0
Sardi_Zika_2016.Mix3.rand.87	Sardi_Zika_2016	3	579	KJ776791.2	4118	11	93.9946181533646	0.608336327703917	Zika	794418	0
Sardi_Zika_2016.Mix3.rand.34	Sardi_Zika_2016	3	32	NA	NA	NA	NA	NA	Zika	1016442	0
Sardi_Zika_2016.Mix7.rand.82	Sardi_Zika_2016	7	206520	KJ776791.2	12451	1	99.1209718241347	0.192643749517806	Zika	2388749	0
Sardi_Zika_2016.Mix6.rand.51	Sardi_Zika_2016	6	206402	KJ776791.2	8107	1	99.1302250888681	0.298387404503079	Zika	1873467	0
Sardi_Zika_2016.Mix10.rand.95	Sardi_Zika_2016	10	207042	KJ776791.2	18321	1	99.1302250888681	0.125599493428273	Zika	2941860	0
Sardi_Zika_2016.Mix2.rand.12	Sardi_Zika_2016	2	13	NA	NA	NA	NA	NA	Zika	389180	0
Sardi_Zika_2016.Mix10.rand.73	Sardi_Zika_2016	10	753	KJ776791.2	19708	12	98.4084376344086	0.114328936444184	Zika	2838637	0
Sardi_Zika_2016.Mix5.rand.17	Sardi_Zika_2016	5	206889	KJ776791.2	6620	1	99.1394783536015	0.361633256488235	Zika	1533179	0
Sardi_Zika_2016.Mix3.rand.50	Sardi_Zika_2016	3	135	KJ776791.2	3468	2	7.63395491803279	0.0593943076495549	Zika	909836	0
Sardi_Zika_2016.Mix3.rand.93	Sardi_Zika_2016	3	525	KJ776791.2	2853	11	91.6165497739018	0.86167208420906	Zika	688548	0
Sardi_Zika_2016.Mix3.rand.3	Sardi_Zika_2016	3	49	NA	NA	NA	NA	NA	Zika	968537	0
Sardi_Zika_2016.Mix3.rand.11	Sardi_Zika_2016	3	543	KJ776791.2	2411	11	92.5233121433954	1.06483241588846	Zika	1007215	0
Sardi_Zika_2016.Mix7.rand.56	Sardi_Zika_2016	7	206942	KJ776791.2	10953	1	99.1209718241347	0.221348747846334	Zika	2158825	0
Sardi_Zika_2016.Mix2.rand.2	Sardi_Zika_2016	2	72	NA	NA	NA	NA	NA	Zika	1003356	0
Sardi_Zika_2016.Mix5.rand.100	Sardi_Zika_2016	5	206481	KJ776791.2	8676	1	99.1394783536015	0.280827531687458	Zika	1828102	0
Sardi_Zika_2016.Mix10.rand.65	Sardi_Zika_2016	10	207071	KJ776791.2	21306	1	99.1209718241347	0.106828955194468	Zika	3149173	0
Sardi_Zika_2016.Mix10.rand.62	Sardi_Zika_2016	10	207058	KJ776791.2	21697	1	100	0.105728485104038	Zika	3543373	0
Sardi_Zika_2016.Mix7.rand.50	Sardi_Zika_2016	7	206414	KJ776791.2	11671	1	100	0.209220323397497	Zika	2354267	0
Sardi_Zika_2016.Mix4.rand.14	Sardi_Zika_2016	4	104	KJ776791.2	3580	2	6.05168	0.0452545673206667	Zika	781022	0
Sardi_Zika_2016.Mix3.rand.67	Sardi_Zika_2016	3	519	KJ776791.2	1465	10	88.1651168131746	1.66483781460333	Zika	274338	0
Sardi_Zika_2016.Mix8.rand.93	Sardi_Zika_2016	8	206914	KJ776791.2	13983	1	99.1302250888681	0.169845745247553	Zika	2403159	0
Sardi_Zika_2016.Mix8.rand.68	Sardi_Zika_2016	8	206968	KJ776791.2	14642	1	99.1302250888681	0.163061271798771	Zika	2571744	0
Sardi_Zika_2016.Mix4.rand.47	Sardi_Zika_2016	4	597	KJ776791.2	3263	11	92.9675131299022	0.781577577817417	Zika	763512	0
Sardi_Zika_2016.Mix7.rand.47	Sardi_Zika_2016	7	75	NA	NA	NA	NA	NA	Zika	1766718	0
Sardi_Zika_2016.Mix5.rand.69	Sardi_Zika_2016	5	206889	KJ776791.2	5386	1	99.1394783536015	0.432170002464587	Zika	1046969	0
Sardi_Zika_2016.Mix2.rand.9	Sardi_Zika_2016	2	0	NA	NA	NA	NA	NA	Zika	246970	0
Sardi_Zika_2016.Mix9.rand.31	Sardi_Zika_2016	9	206446	KJ776791.2	13470	1	99.1209718241347	0.176138003270524	Zika	2638431	0
Sardi_Zika_2016.Mix8.rand.79	Sardi_Zika_2016	8	207040	KJ776791.2	15003	1	99.1302250888681	0.155758393477136	Zika	2296479	0
Sardi_Zika_2016.Mix10.rand.37	Sardi_Zika_2016	10	207053	KJ776791.2	21238	1	99.1209718241347	0.107414929171025	Zika	3433708	0
Sardi_Zika_2016.Mix2.rand.78	Sardi_Zika_2016	2	7	NA	NA	NA	NA	NA	Zika	617803	0
Sardi_Zika_2016.Mix6.rand.82	Sardi_Zika_2016	6	206429	KJ776791.2	9051	1	99.1302250888681	0.2663163180582	Zika	1999383	0
Sardi_Zika_2016.Mix4.rand.63	Sardi_Zika_2016	4	206388	KJ776791.2	8388	1	99.1302250888681	0.286648949890349	Zika	1868427	0
Sardi_Zika_2016.Mix4.rand.92	Sardi_Zika_2016	4	206480	KJ776791.2	7203	1	99.1394783536015	0.331860599963326	Zika	1365146	0
Sardi_Zika_2016.Mix4.rand.79	Sardi_Zika_2016	4	77	NA	NA	NA	NA	NA	Zika	1255512	0
Sardi_Zika_2016.Mix9.rand.84	Sardi_Zika_2016	9	155	KJ776791.2	14446	6	22.9851190812721	0.0379995704396385	Zika	2268383	0
Sardi_Zika_2016.Mix3.rand.59	Sardi_Zika_2016	3	91	KJ776791.2	1966	2	6.05168	0.0888105497155754	Zika	880528	0
Sardi_Zika_2016.Mix8.rand.2	Sardi_Zika_2016	8	206911	KJ776791.2	13493	1	99.1302250888681	0.178147801646483	Zika	2585054	0
Sardi_Zika_2016.Mix8.rand.60	Sardi_Zika_2016	8	711	KJ776791.2	12810	12	99.7131078314491	0.183805751298333	Zika	1753760	0
Sardi_Zika_2016.Mix10.rand.12	Sardi_Zika_2016	10	638	KJ776791.2	16191	12	95.5306472011131	0.138408230275688	Zika	2613764	0
Sardi_Zika_2016.Mix5.rand.82	Sardi_Zika_2016	5	80	KJ776791.2	6172	1	4.73772584269663	0.0202069156590178	Zika	1399076	0
Sardi_Zika_2016.Mix9.rand.15	Sardi_Zika_2016	9	207018	KJ776791.2	19675	1	99.1302250888681	0.114861167340273	Zika	2861115	0
Sardi_Zika_2016.Mix4.rand.94	Sardi_Zika_2016	4	57	NA	NA	NA	NA	NA	Zika	966840	0
Sardi_Zika_2016.Mix7.rand.94	Sardi_Zika_2016	7	206402	KJ776791.2	9513	1	99.1209718241347	0.254773313113833	Zika	2117961	0
Sardi_Zika_2016.Mix2.rand.69	Sardi_Zika_2016	2	91	KJ776791.2	1192	2	6.05168	0.146121414830653	Zika	485750	0
Sardi_Zika_2016.Mix4.rand.12	Sardi_Zika_2016	4	600	KJ776791.2	3159	11	91.2464149159664	0.771671720629952	Zika	752189	0
Sardi_Zika_2016.Mix6.rand.53	Sardi_Zika_2016	6	92	NA	NA	NA	NA	NA	Zika	2124068	0
Sardi_Zika_2016.Mix5.rand.44	Sardi_Zika_2016	5	206352	KJ776791.2	6729	1	99.1209718241347	0.355830747869068	Zika	1632122	0
Sardi_Zika_2016.Mix8.rand.4	Sardi_Zika_2016	8	148	KJ776791.2	12575	5	17.2850541828255	0.033973179738672	Zika	2383458	0
Sardi_Zika_2016.Mix7.rand.30	Sardi_Zika_2016	7	575	KJ776791.2	7978	11	94.5868173481247	0.292928647430197	Zika	1323447	0
Sardi_Zika_2016.Mix10.rand.3	Sardi_Zika_2016	10	223	KJ776791.2	16745	4	20.5237810092241	0.028831495119704	Zika	2770738	0
Sardi_Zika_2016.Mix10.rand.78	Sardi_Zika_2016	10	651	KJ776791.2	17128	12	98.2326486757039	0.132110243359861	Zika	2556850	0
Sardi_Zika_2016.Mix10.rand.97	Sardi_Zika_2016	10	207037	KJ776791.2	22701	1	99.1209718241347	0.0974990386168826	Zika	3177993	0
Sardi_Zika_2016.Mix9.rand.73	Sardi_Zika_2016	9	206537	KJ776791.2	16399	1	99.1117185594013	0.143605942398076	Zika	2877211	0
Sardi_Zika_2016.Mix7.rand.90	Sardi_Zika_2016	7	239	KJ776791.2	15472	6	27.0658375588555	0.0421807551350202	Zika	2673964	0
Sardi_Zika_2016.Mix2.rand.46	Sardi_Zika_2016	2	20	NA	NA	NA	NA	NA	Zika	535642	0
Sardi_Zika_2016.Mix8.rand.87	Sardi_Zika_2016	8	206999	KJ776791.2	13651	1	99.1302250888681	0.17337675547404	Zika	2046252	0
Sardi_Zika_2016.Mix8.rand.7	Sardi_Zika_2016	8	686	KJ776791.2	14448	12	99.9537548550578	0.165751748318814	Zika	2408550	0
Sardi_Zika_2016.Mix8.rand.92	Sardi_Zika_2016	8	206402	KJ776791.2	10188	1	99.1209718241347	0.237847242652814	Zika	2214345	0
Sardi_Zika_2016.Mix2.rand.95	Sardi_Zika_2016	2	206326	KJ776791.2	4172	1	99.1302250888681	0.537279030019018	Zika	1078435	0
Sardi_Zika_2016.Mix5.rand.10	Sardi_Zika_2016	5	94	AY632535.2	3224	1	3.00161872340425	0.0248962272994816	Zika	965891	0
Sardi_Zika_2016.Mix10.rand.48	Sardi_Zika_2016	10	207108	KJ776791.2	22153	1	99.1209718241347	0.100539659197586	Zika	3128101	0
Sardi_Zika_2016.Mix2.rand.22	Sardi_Zika_2016	2	63	NA	NA	NA	NA	NA	Zika	386031	0
Sardi_Zika_2016.Mix7.rand.43	Sardi_Zika_2016	7	206364	KJ776791.2	10700	1	100	0.228675995175216	Zika	2209306	0
Sardi_Zika_2016.Mix9.rand.37	Sardi_Zika_2016	9	714	KJ776791.2	15256	11	98.7786202842245	0.155057969166196	Zika	2701749	0
Sardi_Zika_2016.Mix3.rand.48	Sardi_Zika_2016	3	73	NA	NA	NA	NA	NA	Zika	1417767	0
Sardi_Zika_2016.Mix5.rand.20	Sardi_Zika_2016	5	566	KJ776791.2	4763	11	93.7910649888971	0.541097751529578	Zika	1385388	0
Sardi_Zika_2016.Mix3.rand.7	Sardi_Zika_2016	3	50	KJ776791.2	2308	1	4.173159375	0.049871506230068	Zika	894262	0
Sardi_Zika_2016.Mix8.rand.49	Sardi_Zika_2016	8	686	KJ776791.2	12617	11	94.1056991878494	0.180202368854935	Zika	1944946	0
Sardi_Zika_2016.Mix4.rand.31	Sardi_Zika_2016	4	206332	KJ776791.2	4577	1	99.1302250888681	0.498132178697073	Zika	1235758	0
Sardi_Zika_2016.Mix3.rand.75	Sardi_Zika_2016	3	20	NA	NA	NA	NA	NA	Zika	632026	0
Sardi_Zika_2016.Mix5.rand.71	Sardi_Zika_2016	5	206389	KJ776791.2	6285	1	99.1302250888681	0.378326112659463	Zika	1560850	0
Sardi_Zika_2016.Mix8.rand.29	Sardi_Zika_2016	8	666	KJ776791.2	11498	10	93.1710778746942	0.193848706369361	Zika	1712813	0
